date,open,high,low,close,volume
2015-01-02,39.5969,40.2418,39.495,39.6817,27913900
2015-01-05,39.3508,39.6563,39.2489,39.3168,39673900
2015-01-06,39.3593,39.6733,38.6464,38.7398,36447900
2015-01-07,39.0198,39.4272,38.604,39.232,29114100
2015-01-08,39.6733,40.5219,39.6478,40.3861,29645200
2015-01-09,40.4031,40.5813,39.8006,40.0466,23944200
2015-01-12,40.2418,40.3437,39.3423,39.546,23651900
2015-01-13,39.86,40.6577,39.0877,39.3423,35270600
2015-01-14,39.0028,39.2405,38.7143,39.0028,29719600
2015-01-15,39.2235,39.3593,38.5361,38.5955,32750800
2015-01-16,38.4512,39.2744,38.3324,39.2405,35695300
2015-01-20,39.2914,39.5884,38.6719,39.3678,36161900
2015-01-21,38.9859,39.1556,38.5955,38.9689,39081100
2015-01-22,39.3593,40.0042,39.1047,39.9958,35898000
2015-01-23,40.1909,40.2164,39.7157,40.0382,26211600
2015-01-26,39.8854,39.9957,39.2405,39.8939,42525500
2015-01-27,36.4485,36.6606,35.7356,36.2024,169164000
2015-01-28,36.2703,36.3127,34.9294,34.9549,84507100
2015-01-29,34.7343,35.7441,34.6154,35.6508,63585300
2015-01-30,35.2604,35.2859,34.2421,34.2845,78004900
2015-02-02,34.4457,35.1077,34.1402,35.0313,50352500
2015-02-03,35.3283,35.5829,34.8361,35.3028,52082400
2015-02-04,35.5914,35.8205,35.0992,35.5065,41614800
2015-02-05,35.829,36.1854,35.5235,36.0242,36548200
2015-02-06,36.2194,36.3127,35.7696,35.9902,34616600
2015-02-09,35.846,36.2703,35.8205,35.9478,31381100
2015-02-10,36.2703,36.2957,35.795,36.1515,29670700
2015-02-11,36.1939,36.1939,35.8205,35.9648,38262500
2015-02-12,36.2024,36.5673,36.0751,36.5673,33268800
2015-02-13,36.8134,37.2292,36.6182,37.2292,40264900
2015-02-17,37.5796,37.6053,36.913,37.2463,33695700
2015-02-18,37.289,37.3489,37.0839,37.2036,27111700
2015-02-19,36.9044,37.2036,36.7933,37.1779,27603400
2015-02-20,37.1865,37.5027,36.9985,37.4856,29721100
2015-02-23,37.3489,37.7677,37.3061,37.7335,32518800
2015-02-24,37.7335,37.8616,37.5369,37.6822,25271700
2015-02-25,37.5625,37.6822,37.4343,37.5967,29759800
2015-02-26,37.5967,37.8018,37.5113,37.6566,28957300
2015-02-27,37.7164,37.7762,37.3147,37.4771,33807700
2015-03-02,37.3232,37.7676,37.2207,37.5027,31924000
2015-03-03,37.2292,37.46,36.8275,36.9899,31748600
2015-03-04,36.7591,36.9301,36.648,36.8019,25748700
2015-03-05,36.8104,36.9557,36.5968,36.8446,23193500
2015-03-06,36.7506,36.8446,36.0241,36.2036,36248800
2015-03-09,36.0583,36.8617,36.0583,36.6224,32108000
2015-03-10,36.1951,36.5027,35.9216,35.9216,39159700
2015-03-11,36.1609,36.2122,35.7592,35.8788,32215300
2015-03-12,35.3233,35.5968,34.9216,35.0584,59992500
2015-03-13,34.7849,35.443,34.708,35.366,58007700
2015-03-16,35.443,35.5883,35.2806,35.5199,35273500
2015-03-17,35.3575,35.7506,35.1695,35.6395,31673400
2015-03-18,35.4088,36.6053,35.3233,36.3233,44194800
2015-03-19,36.1181,36.4002,36.084,36.1438,33879100
2015-03-20,36.3746,36.7335,36.3147,36.648,71904500
2015-03-23,36.648,36.8617,36.5626,36.631,26246100
2015-03-24,36.5626,36.8959,36.5369,36.6651,25513300
2015-03-25,36.6822,36.6908,35.4173,35.4344,43469900
2015-03-26,35.2293,35.5626,34.9729,35.2207,37495600
2015-03-27,35.1438,35.4088,34.896,35.0156,34401400
2015-03-30,35.1267,35.5028,34.9643,35.0071,35049700
2015-03-31,34.8532,35.0669,34.6481,34.7507,34887200
2015-04-01,34.6994,34.8361,34.4515,34.802,36865300
2015-04-02,34.7507,34.8191,34.2892,34.4345,37487500
2015-04-06,34.4772,35.7079,34.3404,35.5113,39223700
2015-04-07,35.5626,35.819,35.3062,35.4942,28809400
2015-04-08,35.4344,35.631,35.0755,35.4002,24753400
2015-04-09,35.2549,35.5712,35.2549,35.4515,25723900
2015-04-10,35.5797,35.8532,35.3917,35.6566,28022000
2015-04-13,35.3831,35.9472,35.3746,35.6908,30276700
2015-04-14,35.725,35.9216,35.3746,35.5968,24244400
2015-04-15,35.6908,36.2891,35.6224,36.1181,27343600
