date,open,high,low,close,volume
2016-10-26,182.5325,183.5683,182.2927,182.9862,75705500
2016-10-27,183.7053,183.7396,182.4212,182.4982,77220200
2016-10-28,182.4726,183.1489,181.2484,181.9589,140623200
2016-10-31,182.2928,182.5154,181.8048,181.9675,61272500
2016-11-01,182.2928,182.3442,179.442,180.6491,122781800
2016-11-02,180.3409,180.7261,179.1252,179.5618,103330800
2016-11-03,179.7758,179.9898,178.466,178.7399,88939300
2016-11-04,178.8512,179.6902,178.3974,178.543,109122100
2016-11-07,178.543,182.5154,178.543,182.4811,109794900
2016-11-08,182.0873,183.868,181.8219,183.303,106772100
2016-11-09,181.8133,185.8628,181.7877,185.2464,258429000
2016-11-10,186.034,186.8987,184.2533,185.7087,172113300
2016-11-11,184.9896,185.5204,184.339,185.2807,100552700
2016-11-14,185.8029,186.0084,184.6814,185.4262,94580000
2016-11-15,185.8114,186.873,185.606,186.873,91652600
2016-11-16,186.2566,186.7531,186.1367,186.522,65617700
2016-11-17,186.6761,187.5408,186.5648,187.4809,69797200
2016-11-18,187.5493,187.7205,186.8815,187.0613,86265800
2016-11-21,187.6349,188.4996,187.4894,188.4739,72402600
2016-11-22,188.7821,189.0218,188.1144,188.8421,67429000
2016-11-23,188.3284,188.9961,188.1315,188.9448,56620200
2016-11-25,189.2873,189.6811,189.2102,189.6468,37872300
2016-11-28,189.3387,189.6126,188.6538,188.7565,76572500
2016-11-29,188.7907,189.5784,188.4911,189.1246,69886700
2016-11-30,189.741,189.9037,188.6109,188.6709,113291800
2016-12-01,188.9705,188.9705,187.6179,187.9774,79040500
2016-12-02,188.063,188.5595,187.712,188.0715,74840300
2016-12-05,188.902,189.544,188.7051,189.2016,67837800
2016-12-06,189.39,189.8352,188.9106,189.8009,59877400
2016-12-07,189.6468,192.3436,189.5269,192.2836,110738100
2016-12-08,192.258,193.2254,191.9925,192.7545,99714400
2016-12-09,192.9771,193.936,192.9429,193.9188,88005800
2016-12-12,193.8247,194.3041,193.2768,193.6963,102016100
2016-12-13,194.3554,195.4855,194.3383,194.9889,110477500
2016-12-14,194.6893,195.3913,192.9428,193.3795,142501800
2016-12-15,193.6192,195.0318,193.388,194.1757,124972600
2016-12-16,194.6313,194.6915,193.4773,193.7959,156420200
2016-12-19,193.9768,194.6399,193.8304,194.2179,90341100
2016-12-20,194.7518,195.1135,194.5193,194.9671,89838800
2016-12-21,194.8379,195.0101,194.4245,194.4245,67909000
2016-12-22,194.2782,194.3987,193.6926,194.0887,56219100
2016-12-23,194.1318,194.3816,193.9424,194.373,36697800
2016-12-27,194.6398,195.2513,194.6226,194.8551,42672500
2016-12-28,195.1135,195.1307,193.1328,193.2448,64095000
2016-12-29,193.3137,193.6668,192.7626,193.2018,48696100
2016-12-30,193.5289,193.6151,191.8066,192.4955,108998300
2017-01-03,193.7959,194.4763,192.797,193.9682,91366500
2017-01-04,194.2953,195.2685,194.2867,195.1221,78744400
2017-01-05,194.8552,195.1221,194.1748,194.9671,78379000
2017-01-06,195.0791,196.1297,194.5365,195.6647,71559900
2017-01-09,195.4063,195.5441,194.9843,195.0188,46939700
2017-01-10,195.036,195.8713,194.6312,195.0188,63771900
2017-01-11,194.9327,195.5699,194.2696,195.5699,74650000
2017-01-12,195.0532,195.2685,193.727,195.0791,72113200
2017-01-13,195.2513,195.8283,195.2169,195.5269,62717900
2017-01-17,194.8895,195.2943,194.4504,194.8379,61240800
2017-01-18,195.0877,195.3116,194.5365,195.2685,54793300
2017-01-19,195.346,195.4838,194.1145,194.5451,66608800
2017-01-20,195.2254,195.7507,194.5968,195.2599,129168600
2017-01-23,195.2599,195.3201,193.9939,194.7518,75061600
2017-01-24,194.9671,196.4139,194.8552,196.0005,95555300
2017-01-25,196.9478,197.697,196.7841,197.697,84437700
2017-01-26,197.5506,197.8175,197.2147,197.4903,59970700
2017-01-27,197.5678,197.7142,196.9994,197.1803,59711100
2017-01-30,196.4914,196.5172,194.9757,195.9574,79737300
2017-01-31,195.4666,196.0005,194.8982,195.9402,75880800
2017-02-01,195.9402,196.853,195.4321,196.0177,79117700
2017-02-02,196.0177,196.4311,195.3288,196.1469,69657600
2017-02-03,197.0511,197.6798,196.7411,197.4989,80563200
2017-02-06,197.0942,197.4903,196.81,197.1458,57790100
2017-02-07,197.5334,197.7745,196.965,197.1545,57931200
2017-02-08,197.1544,197.542,196.6119,197.4128,51566200
2017-02-09,197.4128,198.8854,197.4128,198.584,65955200
2017-02-10,198.9284,199.5915,198.6012,199.3676,66015900
2017-02-13,199.8585,200.7111,199.8327,200.4527,55182100
2017-02-14,200.2718,201.2622,199.9274,201.2536,71109000
2017-02-15,201.0383,202.4937,200.9866,202.3042,86785800
2017-02-16,202.33,202.5109,201.3828,202.132,84722400
2017-02-17,201.4688,202.4506,201.4516,202.4506,77204100
2017-02-21,202.8209,203.8284,202.8123,203.6562,88946100
2017-02-22,203.2515,203.6993,203.0879,203.4754,62115200
2017-02-23,203.9921,204.0093,202.8554,203.6132,74615900
2017-02-24,202.7692,203.9145,202.7261,203.8715,82381600
2017-02-27,203.7854,204.3623,203.5356,204.1901,56515400
2017-02-28,203.8112,204.0524,203.2515,203.639,96961900
2017-03-01,205.2924,206.9545,205.2752,206.4894,149158200
2017-03-02,206.2999,206.3086,205.1374,205.1891,70246000
2017-03-03,205.1029,205.4819,204.724,205.3182,81974300
2017-03-06,204.526,205.0599,204.1041,204.7069,55391500
2017-03-07,204.4054,204.7585,203.8887,204.0954,65103700
2017-03-08,204.3882,204.6466,203.5787,203.7165,78168800
2017-03-09,203.837,204.3021,203.0103,203.9748,90683900
2017-03-10,204.9307,204.9738,203.7423,204.6896,81991700
2017-03-13,204.6293,204.836,204.3021,204.793,57256800
2017-03-14,204.2504,204.3021,203.3978,204.0092,59880800
2017-03-15,204.5777,206.1967,204.3452,205.7747,96081800
2017-03-16,205.9124,205.9899,205.0427,205.3699,78344000
2017-03-17,205.632,205.8222,205.0092,205.0092,89002100
2017-03-20,205.0092,205.2947,204.3952,204.7844,52537000
