filing_date,transaction_date,form,issuer,ticker,issuer_cik,table,security,code,code_label,acquired_disposed,shares,price_per_share,value_usd,shares_owned_after,direct_indirect,deriv_exercise_price,deriv_underlying_shares,rule_10b5_1,accession,url
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,224133,841.852,188686814.32,157722021,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,114286,842.686,96307212.2,157607735,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,114517,843.697,96617649.35,157493218,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,90934,844.816,76822498.14,157402284,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,124348,845.778,105170802.74,157277936,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,95946,846.668,81234407.93,157181990,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,187030,847.723,158549632.69,156994960,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,142968,848.734,121341802.51,156851992,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,455650,849.884,387249644.6,156396342,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,113618,850.619,96645629.54,156282724,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,114897,851.68,97855476.96,156167827,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,113022,852.689,96372616.16,156054805,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,136789,853.737,116781830.49,155918016,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,67457,854.706,57655902.64,155850559,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,66202,855.629,56644351.06,155784357,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,74948,856.773,64213422.8,155709409,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,49740,857.629,42658466.46,155659669,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,68785,858.836,59075034.26,155590884,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,100838,859.904,86710999.55,155490046,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,146968,860.85,126517402.8,155343078,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,97548,861.754,84062379.19,155245530,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,94328,862.819,81387990.63,155151202,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,29217,863.616,25232268.67,155121985,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11779,864.849,10187056.37,155110206,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6130,866.561,5312018.93,155104076,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2283,869.21,1984406.43,155101793,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,42874,871.199,37351785.93,155058919,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2023-03-10,2022-08-12,5/A,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,920244,0.00,0.0,422702173,I,,,,0000899243-23-008177,https://www.sec.gov/Archives/edgar/data/1494730/000089924323008177/doc5a.xml
2023-02-14,2022-08-12,5,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,306748,0.00,0.0,423315684,I,,,,0000899243-23-004992,https://www.sec.gov/Archives/edgar/data/1494730/000089924323004992/doc5.xml
2023-03-10,2022-08-16,5/A,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,580119,0.00,0.0,422122054,I,,,,0000899243-23-008177,https://www.sec.gov/Archives/edgar/data/1494730/000089924323008177/doc5a.xml
2023-02-14,2022-08-16,5,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,193373,0.00,0.0,423122311,I,,,,0000899243-23-004992,https://www.sec.gov/Archives/edgar/data/1494730/000089924323004992/doc5.xml
2023-03-10,2022-09-20,5/A,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,950478,0.00,0.0,421171576,I,,,,0000899243-23-008177,https://www.sec.gov/Archives/edgar/data/1494730/000089924323008177/doc5a.xml
2023-02-14,2022-09-20,5,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,950478,0.00,0.0,422171833,I,,,,0000899243-23-004992,https://www.sec.gov/Archives/edgar/data/1494730/000089924323004992/doc5.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,485578,203.673,98899127.99,464631854,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,998114,204.60,204214124.4,463633740,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1091614,205.596,224431471.94,462542126,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2686528,206.673,555232801.34,459855598,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,997104,207.361,206760482.54,458858494,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,148678,208.426,30988360.83,458709816,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,91943,209.882,19297180.73,458617873,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,944828,210.757,199129114.8,457673045,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,663677,211.41,140307954.57,457009368,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,307416,212.491,65323133.26,456701952,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,137877,213.528,29440600.06,456564075,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,222303,214.856,47763133.37,456341772,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,93045,215.611,20061525.49,456248727,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,90493,216.633,19603770.07,456158234,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,196661,217.70,42813099.7,455961573,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,249580,219.215,54711679.7,455711993,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-04,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,244561,219.909,53781164.95,455467432,I,,,,0000899243-22-035390,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035390/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,773531,197.196,152537219.08,454693901,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,151958,197.983,30085100.71,454541943,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1747633,199.452,348568897.12,452794310,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1047768,200.305,209873169.24,451746542,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,318902,201.542,64272146.88,451427640,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,513373,202.431,103922609.76,450914267,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,383525,203.475,78037749.38,450530742,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,239491,204.629,49006803.84,450291251,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,52445,205.333,10768689.19,450238806,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,42932,206.433,8862581.56,450195874,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,20459,207.957,4254592.26,450175415,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-07,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,157983,208.731,32975949.57,450017432,I,,,,0000899243-22-035393,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035393/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,192320,189.578,36459640.96,449825112,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,366242,190.45,69750788.9,449458870,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3107623,191.467,595007252.94,446351247,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,376134,192.204,72294459.34,445975113,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,78604,193.339,15197218.76,445896509,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,198124,194.975,38629226.9,445698385,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,67609,195.148,13193761.13,445630776,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8575,196.849,1687980.17,445622201,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2022-11-08,2022-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,4769,197.70,942831.3,445617432,I,,,,0000899243-22-035394,https://www.sec.gov/Archives/edgar/data/1494730/000089924322035394/doc4.xml
2023-03-10,2022-11-30,5/A,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,2020000,0.00,0.0,419151576,I,,,,0000899243-23-008177,https://www.sec.gov/Archives/edgar/data/1494730/000089924323008177/doc5a.xml
2023-02-14,2022-11-30,5,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,2020000,0.00,0.0,420151833,I,,,,0000899243-23-004992,https://www.sec.gov/Archives/edgar/data/1494730/000089924323004992/doc5.xml
2023-03-10,2022-12-02,5/A,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,1000000,0.00,0.0,418151576,I,,,,0000899243-23-008177,https://www.sec.gov/Archives/edgar/data/1494730/000089924323008177/doc5a.xml
2023-02-14,2022-12-02,5,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,1000000,0.00,0.0,419151833,I,,,,0000899243-23-004992,https://www.sec.gov/Archives/edgar/data/1494730/000089924323004992/doc5.xml
2022-12-14,2022-12-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1820804,168.055,305995216.22,443796628,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
2022-12-14,2022-12-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1020447,168.929,172383091.26,442776181,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
2022-12-14,2022-12-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,363749,169.976,61828600.02,442412432,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
2022-12-14,2022-12-13,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,235418,157.55,37090105.9,442177014,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
2022-12-14,2022-12-13,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,626066,158.51,99237721.66,441550948,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
2022-12-14,2022-12-13,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,702969,159.52,112137614.88,440847979,I,,,,0000899243-22-038522,https://www.sec.gov/Archives/edgar/data/1494730/000089924322038522/doc4.xml
